,amount,delta,Prev_Amount,day_of_week,day,hour,time
12015,50.0,7.046481481481481,100.0,0,11,17,2019-02-11 17:30:42
12016,50.0,0.0028703703703703703,100.0,4,1,11,2019-03-01 11:51:41
12017,100.0,21.015138888888888,300.0,6,10,6,2019-03-10 06:23:26
12018,50.0,12.034953703703703,50.0,6,24,18,2019-03-24 18:42:15
12019,20.0,0.029930555555555554,100.0,0,18,17,2019-02-18 17:24:15
12020,160.0,8.969085648148148,150.0,4,8,15,2019-03-08 15:42:46
12021,1000.0,19.786886574074074,1650.0,0,25,8,2019-03-25 08:31:56
12022,50.0,6.615081018518518,100.0,2,23,7,2019-01-23 07:37:26
12023,50.0,3.041122685185185,50.0,2,23,15,2019-01-23 15:55:51
12024,100.0,7.316643518518519,50.0,2,9,16,2019-01-09 16:49:22
12025,450.0,28.152766203703703,450.0,4,15,16,2019-02-15 16:52:30
12026,100.0,2.8862152777777776,50.0,0,25,13,2019-02-25 13:18:30
12027,50.0,0.8619560185185186,20.0,1,19,13,2019-02-19 13:07:52
12028,130.0,8.985613425925926,70.0,2,6,16,2019-03-06 16:40:42
12029,50.0,12.111493055555556,50.0,5,9,13,2019-03-09 13:38:06
12030,190.0,10.780740740740741,500.0,4,22,6,2019-03-22 06:14:50
12031,30.0,42.37501157407407,50.0,5,2,14,2019-03-02 14:34:47
12032,30.0,2.046435185185185,50.0,3,28,19,2019-02-28 19:04:43
12033,170.0,15.356597222222222,170.0,0,4,17,2019-03-04 17:40:52
12034,100.0,25.34568287037037,100.0,0,18,4,2019-02-18 04:38:36
12035,50.0,2.0416435185185184,25.0,1,5,12,2019-02-05 12:19:43
12036,100.0,6.60755787037037,100.0,6,3,7,2019-02-03 07:05:20
12037,50.0,7.057847222222223,50.0,3,31,16,2019-01-31 16:26:14
12038,200.0,17.229293981481483,200.0,0,21,20,2019-01-21 20:00:09
12039,100.0,0.0010069444444444444,100.0,1,26,16,2019-02-26 16:16:43
12040,100.0,12.025891203703704,40.0,3,24,8,2019-01-24 08:46:22
12041,100.0,2.8606018518518517,100.0,5,16,11,2019-02-16 11:03:37
12042,100.0,52.91810185185185,50.0,1,26,7,2019-03-26 07:06:46
12043,20.0,5.852256944444444,20.0,1,19,16,2019-02-19 16:02:28
12044,5.0,0.7060648148148149,5.0,0,4,6,2019-03-04 06:45:44
12045,100.0,44.90960648148148,200.0,1,26,16,2019-02-26 16:36:21
12046,33.0,0.7986111111111112,35.0,6,13,10,2019-01-13 10:57:27
12047,60.0,23.07201388888889,60.0,4,25,17,2019-01-25 17:09:24
12048,200.0,1.8652893518518519,200.0,5,16,13,2019-02-16 13:00:13
12049,200.0,7.104895833333333,400.0,2,6,17,2019-02-06 17:57:02
12050,279.0,5.990081018518518,300.0,3,7,10,2019-02-07 10:29:08
12051,200.0,6.946458333333333,200.0,5,2,11,2019-02-02 11:44:58
12052,50.0,20.929780092592594,20.0,4,15,14,2019-03-15 14:44:55
12053,50.0,8.02806712962963,50.0,1,22,15,2019-01-22 15:07:50
12054,20.0,0.43144675925925924,5.0,6,3,17,2019-03-03 17:23:54
12055,350.0,21.603796296296295,1000.0,3,24,6,2019-01-24 06:18:36
12056,250.0,12.89423611111111,250.0,5,9,10,2019-02-09 10:20:21
12057,50.0,60.352662037037035,100.0,1,26,3,2019-03-26 03:02:06
12058,100.0,0.0034375,100.0,4,11,16,2019-01-11 16:30:01
12059,1.0,5.4546875,25.0,3,28,15,2019-02-28 15:17:28
12060,200.0,20.124189814814816,120.0,0,25,13,2019-02-25 13:20:14
12061,100.0,0.030300925925925926,100.0,4,8,17,2019-03-08 17:39:47
12062,50.0,1.3999074074074074,100.0,2,9,19,2019-01-09 19:19:16
12063,200.0,35.77994212962963,350.0,4,15,9,2019-03-15 09:30:38
12064,100.0,27.928020833333335,500.0,5,16,14,2019-03-16 14:43:11
12065,50.0,7.711701388888889,50.0,0,28,19,2019-01-28 19:06:13
12066,200.0,4.302326388888889,200.0,1,5,13,2019-03-05 13:40:20
12067,5000.0,10.991655092592593,5000.0,4,25,5,2019-01-25 05:53:56
12068,500.0,28.018668981481483,500.0,3,14,18,2019-02-14 18:50:35
12069,100.0,6.179722222222222,100.0,0,11,9,2019-03-11 09:28:07
12070,50.0,2.7049074074074073,100.0,2,6,9,2019-03-06 09:32:43
12071,60.0,36.75849537037037,100.0,6,17,8,2019-03-17 08:43:54
12072,600.0,61.22148148148148,600.0,5,9,13,2019-03-09 13:16:33
12073,100.0,0.002349537037037037,100.0,0,7,16,2019-01-07 16:38:16
12074,100.0,10.984537037037038,100.0,5,23,16,2019-02-23 16:08:29
12075,100.0,13.966435185185185,500.0,5,9,6,2019-02-09 06:43:33
12076,50.0,4.0075,50.0,0,21,17,2019-01-21 17:29:55
12077,46.0,0.003761574074074074,100.0,6,17,4,2019-03-17 04:54:33
12078,200.0,2.897222222222222,350.0,5,9,16,2019-02-09 16:06:07
12079,600.0,7.426875,100.0,0,11,4,2019-02-11 04:36:36
12080,25.0,1.3754398148148148,25.0,2,30,17,2019-01-30 17:18:05
12081,500.0,73.14164351851852,500.0,4,22,13,2019-03-22 13:42:18
12082,100.0,1.9683217592592592,50.0,0,25,6,2019-02-25 06:29:18
12083,250.0,1.0248032407407408,50.0,1,8,17,2019-01-08 17:15:57
12084,300.0,26.032372685185184,200.0,5,23,17,2019-03-23 17:16:30
12085,100.0,0.5456365740740741,100.0,0,11,11,2019-02-11 11:15:08
12086,100.0,1.8351157407407408,50.0,3,31,15,2019-01-31 15:56:43
12087,25.0,4.508553240740741,25.0,5,23,5,2019-02-23 05:54:08
12088,9.0,0.7343402777777778,5.0,3,24,12,2019-01-24 12:43:46
12089,50.0,18.669965277777777,100.0,6,10,19,2019-02-10 19:27:52
12090,100.0,0.9680208333333333,50.0,6,3,17,2019-03-03 17:23:21
12091,100.0,7.76113425925926,50.0,6,24,5,2019-02-24 05:19:11
12092,100.0,59.68306712962963,100.0,3,7,5,2019-03-07 05:41:18
12093,10.0,2.0559375,40.0,5,26,8,2019-01-26 08:35:56
12094,50.0,24.070717592592594,15.0,2,6,21,2019-03-06 21:28:53
12095,100.0,6.368564814814815,100.0,4,15,17,2019-02-15 17:25:21
12096,270.0,32.60427083333333,300.0,5,9,5,2019-02-09 05:14:43
12097,200.0,10.074606481481482,300.0,5,23,16,2019-02-23 16:47:50
12098,50.0,0.5024189814814815,100.0,0,25,6,2019-03-25 06:44:32
12099,300.0,11.903333333333334,300.0,3,31,18,2019-01-31 18:16:31
12100,100.0,0.004768518518518518,100.0,4,18,16,2019-01-18 16:13:18
12101,50.0,5.016342592592593,50.0,5,26,20,2019-01-26 20:00:02
12102,25.0,18.059768518518517,38.0,2,20,13,2019-03-20 13:03:15
12103,3.0,1.0597106481481482,10.0,4,1,22,2019-02-01 22:44:07
12104,150.0,30.537881944444443,100.0,0,4,6,2019-03-04 06:41:00
12105,300.0,9.215069444444444,150.0,5,2,19,2019-02-02 19:05:20
12106,6.0,46.775231481481484,20.0,0,25,13,2019-02-25 13:15:51
12107,500.0,12.509618055555556,200.0,6,17,16,2019-03-17 16:25:15
12108,100.0,12.559814814814814,100.0,1,29,17,2019-01-29 17:10:21
12109,50.0,1.9246875,50.0,5,2,14,2019-03-02 14:55:58
12110,100.0,18.94127314814815,100.0,3,31,14,2019-01-31 14:40:24
12111,200.0,11.967777777777778,200.0,5,19,15,2019-01-19 15:11:20
12112,100.0,10.153865740740741,100.0,2,6,7,2019-03-06 07:52:10
12113,50.0,13.425590277777777,100.0,0,25,3,2019-03-25 03:06:12
12114,100.0,17.400625,200.0,2,20,16,2019-03-20 16:28:41
12115,50.0,16.53394675925926,200.0,4,8,18,2019-03-08 18:00:06
12116,100.0,8.023275462962962,100.0,1,12,19,2019-03-12 19:01:47
12117,50.0,1.0369444444444444,50.0,6,17,9,2019-03-17 09:18:59
12118,500.0,1.4977430555555555,600.0,2,27,3,2019-02-27 03:31:56
12119,2.0,0.020046296296296295,100.0,2,9,19,2019-01-09 19:25:16
12120,200.0,6.0990625,200.0,2,20,18,2019-02-20 18:10:33
12121,100.0,2.0400810185185185,50.0,1,22,16,2019-01-22 16:23:55
12122,50.0,2.0128472222222222,50.0,4,22,14,2019-02-22 14:40:46
12123,50.0,45.36341435185185,150.0,4,22,16,2019-03-22 16:44:04
12124,300.0,16.30383101851852,250.0,5,2,17,2019-02-02 17:42:42
12125,650.0,23.954560185185183,650.0,0,25,6,2019-03-25 06:00:10
12126,100.0,10.733715277777778,100.0,0,25,5,2019-03-25 05:38:23
12127,30.0,20.688275462962963,150.0,4,15,4,2019-02-15 04:06:09
12128,900.0,14.086770833333333,1000.0,1,19,5,2019-02-19 05:24:31
12129,100.0,5.734618055555556,150.0,6,10,11,2019-03-10 11:18:48
12130,200.0,50.01434027777778,230.0,1,5,3,2019-03-05 03:58:18
12131,150.0,15.785960648148148,100.0,5,9,10,2019-03-09 10:18:52
12132,250.0,12.99707175925926,250.0,4,15,16,2019-03-15 16:28:54
12133,200.0,41.01321759259259,300.0,5,23,15,2019-03-23 15:53:08
12134,1000.0,19.01494212962963,1000.0,5,9,11,2019-02-09 11:36:35
12135,20.0,7.131886574074074,10.0,3,17,17,2019-01-17 17:01:34
12136,100.0,2.461759259259259,100.0,6,3,4,2019-02-03 04:48:37
12137,300.0,31.80784722222222,300.0,3,14,10,2019-03-14 10:30:38
12138,100.0,1.5215856481481482,100.0,2,6,18,2019-03-06 18:16:55
12139,175.0,5.421261574074074,150.0,6,17,15,2019-03-17 15:51:58
12140,50.0,2.0278472222222224,19.0,5,26,17,2019-01-26 17:06:54
12141,50.0,0.0028819444444444444,50.0,2,16,18,2019-01-16 18:17:54
12142,100.0,17.702662037037037,100.0,1,19,7,2019-02-19 07:44:20
12143,100.0,9.22494212962963,100.0,4,15,19,2019-03-15 19:04:29
12144,228.0,17.04252314814815,200.0,3,28,17,2019-02-28 17:16:06
12145,500.0,22.11060185185185,2000.0,2,13,6,2019-02-13 06:54:15
12146,250.0,17.911238425925927,250.0,5,16,13,2019-02-16 13:43:38
12147,100.0,4.9909490740740745,100.0,2,27,16,2019-02-27 16:09:54
12148,100.0,11.956643518518518,100.0,3,28,15,2019-02-28 15:43:08
12149,200.0,6.628009259259259,200.0,1,5,8,2019-02-05 08:14:10
12150,300.0,12.070613425925925,150.0,5,16,12,2019-03-16 12:07:19
12151,180.0,7.346863425925926,230.0,2,6,14,2019-03-06 14:40:44
12152,100.0,4.983611111111111,80.0,3,14,6,2019-02-14 06:56:37
12153,100.0,0.001099537037037037,100.0,0,28,16,2019-01-28 16:29:20
12154,100.0,32.72915509259259,80.0,1,26,15,2019-03-26 15:03:31
12155,50.0,61.992916666666666,50.0,3,21,17,2019-03-21 17:46:21
12156,90.0,24.03940972222222,50.0,4,15,18,2019-03-15 18:43:25
12157,50.0,1.1239814814814815,50.0,1,22,9,2019-01-22 09:17:03
12158,1000.0,19.030590277777776,500.0,3,7,16,2019-02-07 16:23:09
12159,60.0,14.979803240740742,20.0,1,19,17,2019-03-19 17:03:47
12160,5.0,50.97369212962963,3.0,4,22,14,2019-02-22 14:15:07
12161,100.0,3.156365740740741,100.0,6,24,15,2019-02-24 15:09:27
12162,1450.0,35.77918981481481,1900.0,4,8,9,2019-03-08 09:10:44
12163,500.0,26.99361111111111,500.0,0,11,18,2019-03-11 18:23:54
12164,100.0,16.17525462962963,100.0,0,11,19,2019-03-11 19:29:47
12165,80.0,9.490833333333333,80.0,5,9,19,2019-03-09 19:20:37
12166,100.0,0.7554398148148148,100.0,6,17,9,2019-02-17 09:51:39
12167,100.0,12.016886574074075,100.0,1,5,13,2019-02-05 13:57:07
12168,15.0,11.037002314814815,10.0,0,18,6,2019-03-18 06:38:58
12169,200.0,35.16947916666667,200.0,4,15,17,2019-03-15 17:30:06
12170,90.0,1.2598958333333334,10.0,3,17,15,2019-01-17 15:08:32
12171,350.0,0.011087962962962963,50.0,2,13,16,2019-02-13 16:31:23
12172,50.0,13.672337962962963,50.0,5,16,16,2019-02-16 16:43:45
12173,500.0,4.924872685185186,500.0,1,5,12,2019-02-05 12:51:31
12174,180.0,14.106180555555556,280.0,2,6,9,2019-03-06 09:35:09
12175,100.0,19.031724537037036,100.0,1,26,17,2019-02-26 17:43:35
12176,200.0,9.919780092592593,100.0,5,19,6,2019-01-19 06:37:13
12177,300.0,32.274537037037035,400.0,5,2,17,2019-02-02 17:11:44
12178,48.0,17.032592592592593,50.0,2,13,16,2019-03-13 16:52:15
12179,99.0,4.8494675925925925,100.0,5,16,13,2019-02-16 13:45:57
12180,50.0,50.18931712962963,100.0,0,11,17,2019-03-11 17:17:14
12181,100.0,56.390532407407406,100.0,3,7,2,2019-03-07 02:23:54
12182,20.0,40.32725694444444,1.0,1,5,5,2019-03-05 05:12:04
12183,100.0,8.972523148148149,100.0,4,15,19,2019-03-15 19:39:21
12184,50.0,8.991122685185186,100.0,5,16,16,2019-02-16 16:30:07
12185,300.0,24.64273148148148,300.0,6,24,5,2019-02-24 05:14:31
12186,50.0,1.647164351851852,30.0,5,16,13,2019-03-16 13:38:31
12187,50.0,4.256331018518519,50.0,0,28,16,2019-01-28 16:47:26
12188,700.0,3.9744444444444444,300.0,2,20,16,2019-03-20 16:46:49
12189,50.0,3.1525694444444445,30.0,0,25,13,2019-03-25 13:41:34
12190,200.0,15.017118055555555,300.0,3,17,14,2019-01-17 14:48:13
12191,230.0,6.147384259259259,450.0,4,8,9,2019-02-08 09:17:36
12192,200.0,4.6884375,100.0,5,12,11,2019-01-12 11:21:01
12193,280.0,21.92527777777778,270.0,5,23,6,2019-02-23 06:42:17
12194,500.0,36.31532407407408,500.0,1,5,16,2019-03-05 16:24:52
12195,177.0,1.9261574074074075,100.0,4,25,14,2019-01-25 14:24:27
12196,100.0,39.07136574074074,200.0,3,7,18,2019-03-07 18:50:34
12197,100.0,0.028715277777777777,100.0,4,15,17,2019-03-15 17:14:32
12198,50.0,34.23332175925926,50.0,0,11,15,2019-03-11 15:33:00
12199,99.0,5.897662037037037,99.0,2,20,7,2019-02-20 07:33:02
12200,50.0,2.1007175925925927,50.0,5,19,15,2019-01-19 15:38:53
12201,250.0,21.962453703703705,250.0,1,29,15,2019-01-29 15:51:27
12202,50.0,2.460347222222222,50.0,2,6,15,2019-03-06 15:27:51
12203,1000.0,44.22591435185185,500.0,4,15,19,2019-02-15 19:18:41
12204,50.0,4.706828703703704,50.0,4,1,8,2019-02-01 08:47:52
12205,500.0,9.910509259259259,500.0,6,10,14,2019-02-10 14:22:17
12206,500.0,25.127488425925925,200.0,0,25,5,2019-03-25 05:12:07
12207,300.0,29.99238425925926,300.0,0,11,16,2019-03-11 16:49:39
12208,500.0,0.6288773148148148,190.0,0,7,10,2019-01-07 10:32:15
12209,50.0,6.911527777777778,50.0,4,1,14,2019-02-01 14:33:42
12210,1000.0,6.6998495370370375,1500.0,5,16,3,2019-02-16 03:29:13
12211,50.0,33.5746875,50.0,6,3,19,2019-02-03 19:12:58
12212,1000.0,50.08425925925926,1000.0,2,20,8,2019-02-20 08:13:16
12213,300.0,19.143819444444443,200.0,2,13,19,2019-02-13 19:46:59
12214,330.0,15.874224537037037,400.0,5,16,5,2019-03-16 05:39:56
12215,50.0,9.029745370370371,100.0,4,15,17,2019-02-15 17:00:04
12216,320.0,28.931574074074074,320.0,1,12,16,2019-02-12 16:01:55
12217,100.0,15.970092592592593,50.0,4,15,17,2019-03-15 17:25:51
12218,50.0,0.8475578703703703,100.0,6,27,11,2019-01-27 11:56:28
12219,1000.0,20.41258101851852,2000.0,5,16,23,2019-03-16 23:35:22
12220,50.0,1.4997685185185186,16.0,6,3,17,2019-02-03 17:41:39
12221,20.0,8.762002314814815,100.0,5,19,9,2019-01-19 09:35:15
12222,150.0,60.26091435185185,160.0,3,7,20,2019-03-07 20:01:15
12223,100.0,17.087118055555557,200.0,4,1,17,2019-02-01 17:46:27
12224,30.0,0.003761574074074074,70.0,5,16,17,2019-02-16 17:05:37
12225,300.0,9.510046296296297,300.0,3,24,7,2019-01-24 07:18:36
12226,950.0,36.049108796296295,1000.0,5,9,17,2019-02-09 17:01:30
12227,120.0,28.93425925925926,250.0,1,12,14,2019-02-12 14:13:22
12228,150.0,18.008055555555554,150.0,2,20,18,2019-02-20 18:36:21
12229,800.0,35.030648148148146,500.0,0,4,15,2019-03-04 15:49:34
12230,10.0,0.0035069444444444445,45.0,4,22,9,2019-02-22 09:56:25
12231,100.0,15.939571759259259,200.0,2,23,12,2019-01-23 12:51:05
12232,100.0,50.081863425925924,177.0,1,12,17,2019-03-12 17:02:01
12233,100.0,0.7402314814814814,100.0,1,5,10,2019-02-05 10:36:09
12234,100.0,0.022164351851851852,5.0,2,27,17,2019-02-27 17:04:42
12235,100.0,2.4560069444444443,100.0,2,30,4,2019-01-30 04:06:32
12236,200.0,14.079398148148147,10.0,4,25,10,2019-01-25 10:21:58
12237,50.0,0.005868055555555555,20.0,2,9,4,2019-01-09 04:41:57
12238,900.0,3.0194675925925925,160.0,0,4,16,2019-02-04 16:25:27
12239,80.0,0.003449074074074074,100.0,6,13,15,2019-01-13 15:36:17
12240,100.0,5.087627314814815,100.0,1,12,5,2019-03-12 05:10:10
12241,21.0,10.804907407407407,80.0,6,27,13,2019-01-27 13:24:42
12242,50.0,9.165023148148148,50.0,0,28,19,2019-01-28 19:40:22
12243,150.0,5.179884259259259,200.0,5,19,16,2019-01-19 16:52:37
12244,100.0,34.02953703703704,100.0,2,20,17,2019-02-20 17:30:54
12245,100.0,20.03275462962963,400.0,4,8,4,2019-02-08 04:54:49
12246,5.0,4.149849537037037,20.0,0,14,16,2019-01-14 16:41:06
12247,200.0,31.969791666666666,200.0,5,16,14,2019-03-16 14:05:50
12248,50.0,5.10287037037037,50.0,6,10,17,2019-03-10 17:46:13
12249,400.0,29.02365740740741,320.0,5,9,17,2019-02-09 17:06:38
12250,100.0,6.182222222222222,100.0,6,24,18,2019-02-24 18:57:43
12251,70.0,12.225335648148148,70.0,4,15,15,2019-03-15 15:52:44
12252,130.0,16.95396990740741,150.0,4,1,15,2019-03-01 15:49:55
12253,200.0,24.04138888888889,250.0,0,25,15,2019-02-25 15:51:05
12254,100.0,6.981875,100.0,2,23,8,2019-01-23 08:18:54
12255,200.0,2.105150462962963,200.0,2,23,18,2019-01-23 18:04:12
12256,600.0,5.016273148148148,500.0,5,2,14,2019-02-02 14:29:37
12257,30.0,56.951331018518516,300.0,2,27,4,2019-02-27 04:49:52
12258,50.0,6.377488425925926,100.0,5,19,13,2019-01-19 13:59:57
12259,1.0,0.002384259259259259,2.0,2,9,19,2019-01-09 19:30:53
12260,150.0,20.51564814814815,100.0,3,21,17,2019-02-21 17:57:32
12261,45.0,9.062800925925925,40.0,3,17,16,2019-01-17 16:31:56
12262,100.0,48.73849537037037,100.0,4,8,6,2019-03-08 06:26:35
12263,100.0,36.124212962962964,100.0,2,6,11,2019-02-06 11:42:06
12264,100.0,6.448715277777778,100.0,0,14,17,2019-01-14 17:35:36
12265,10.0,0.0665625,100.0,6,24,15,2019-02-24 15:06:59
12266,350.0,13.33619212962963,300.0,3,17,16,2019-01-17 16:32:26
12267,100.0,0.017951388888888888,100.0,3,28,15,2019-02-28 15:51:28
12268,100.0,13.992986111111112,150.0,0,28,17,2019-01-28 17:40:54
12269,10.0,0.05991898148148148,100.0,1,26,9,2019-03-26 09:58:36
12270,200.0,3.9209953703703704,100.0,2,20,10,2019-02-20 10:10:59
12271,127.0,12.00125,100.0,3,24,13,2019-01-24 13:04:54
12272,220.0,5.769212962962963,100.0,3,21,9,2019-03-21 09:24:02
12273,280.0,34.684016203703706,200.0,6,17,9,2019-03-17 09:15:41
12274,100.0,2.1844907407407406,100.0,1,12,9,2019-02-12 09:31:51
12275,200.0,1.4806481481481482,50.0,0,11,4,2019-03-11 04:50:05
12276,50.0,0.003923611111111111,50.0,6,10,17,2019-03-10 17:41:00
12277,400.0,24.499247685185185,300.0,2,6,3,2019-02-06 03:43:35
12278,50.0,2.4019791666666666,50.0,3,14,3,2019-02-14 03:40:05
12279,400.0,17.081956018518518,300.0,4,1,9,2019-02-01 09:46:19
12280,80.0,8.96224537037037,100.0,2,16,9,2019-01-16 09:52:37
12281,100.0,1.0964699074074074,100.0,6,17,19,2019-02-17 19:55:12
12282,100.0,0.0013194444444444445,100.0,1,5,12,2019-02-05 12:16:55
12283,100.0,4.904456018518519,100.0,2,27,2,2019-02-27 02:08:37
12284,1000.0,20.43400462962963,1000.0,2,13,3,2019-02-13 03:32:31
12285,50.0,6.938761574074074,50.0,5,2,14,2019-02-02 14:49:13
12286,500.0,7.7659722222222225,200.0,4,1,8,2019-02-01 08:26:21
12287,80.0,68.0469675925926,80.0,5,23,15,2019-03-23 15:12:15
12288,100.0,2.074363425925926,100.0,4,1,21,2019-02-01 21:45:00
12289,320.0,14.474756944444444,320.0,0,18,15,2019-03-18 15:42:50
12290,50.0,1.7601273148148149,20.0,5,26,4,2019-01-26 04:07:59
12291,200.0,39.01083333333333,207.0,5,9,14,2019-03-09 14:51:48
12292,50.0,4.929108796296297,100.0,5,16,16,2019-03-16 16:19:37
12293,100.0,8.373032407407408,100.0,1,12,16,2019-03-12 16:29:27
12294,200.0,18.586886574074075,100.0,4,15,2,2019-02-15 02:23:59
12295,100.0,0.5509375,20.0,3,24,17,2019-01-24 17:00:16
12296,280.0,27.89814814814815,250.0,1,5,16,2019-02-05 16:20:09
12297,50.0,9.293414351851851,50.0,6,17,18,2019-02-17 18:30:49
12298,300.0,0.607199074074074,300.0,0,11,8,2019-02-11 08:03:17
12299,2.0,0.07550925925925926,5.0,2,23,20,2019-01-23 20:05:56
12300,1000.0,9.167534722222221,500.0,5,2,18,2019-03-02 18:45:05
12301,200.0,27.001851851851853,300.0,6,17,10,2019-03-17 10:01:59
12302,100.0,15.154143518518518,150.0,6,17,9,2019-03-17 09:43:16
12303,100.0,8.842534722222222,100.0,4,22,9,2019-03-22 09:54:30
12304,470.0,15.187835648148148,180.0,1,5,11,2019-02-05 11:28:19
12305,350.0,11.99232638888889,300.0,2,27,15,2019-02-27 15:31:21
12306,500.0,20.64440972222222,300.0,4,1,4,2019-03-01 04:42:05
12307,500.0,6.876979166666667,500.0,5,26,10,2019-01-26 10:12:59
12308,100.0,1.8075694444444443,100.0,3,28,7,2019-02-28 07:12:08
12309,100.0,7.956099537037037,50.0,1,5,14,2019-03-05 14:58:29
12310,100.0,7.726064814814815,100.0,2,13,11,2019-02-13 11:32:58
12311,70.0,7.500555555555556,250.0,4,1,17,2019-02-01 17:50:14
12312,45.0,4.692731481481482,100.0,0,4,21,2019-02-04 21:17:53
12313,1000.0,36.970173611111115,1000.0,1,12,15,2019-02-12 15:21:11
12314,50.0,9.761574074074074,50.0,4,22,10,2019-02-22 10:43:29
12315,50.0,7.977002314814815,80.0,4,8,16,2019-03-08 16:33:17
12316,100.0,22.96033564814815,100.0,6,10,17,2019-03-10 17:02:10
12317,200.0,11.248078703703703,300.0,1,12,17,2019-02-12 17:52:27
12318,100.0,0.0008333333333333334,100.0,4,1,16,2019-03-01 16:50:26
12319,60.0,4.571724537037037,307.0,5,2,6,2019-02-02 06:32:34
12320,200.0,25.038414351851852,300.0,3,21,16,2019-02-21 16:10:51
12321,800.0,23.91673611111111,700.0,4,1,8,2019-03-01 08:19:50
12322,200.0,6.061724537037037,100.0,3,21,17,2019-03-21 17:41:47
12323,340.0,19.138136574074075,500.0,0,4,18,2019-03-04 18:31:55
12324,150.0,1.0382638888888889,100.0,3,28,18,2019-02-28 18:02:11
12325,26.0,0.47533564814814816,4.0,0,4,18,2019-02-04 18:03:10
12326,50.0,0.02730324074074074,50.0,1,26,18,2019-02-26 18:10:28
12327,100.0,5.192546296296296,77.0,2,30,16,2019-01-30 16:08:07
12328,50.0,3.0305787037037035,50.0,5,2,16,2019-02-02 16:49:39
12329,10.0,0.5331018518518519,350.0,0,25,17,2019-02-25 17:38:52
12330,50.0,5.907673611111111,50.0,6,27,12,2019-01-27 12:47:26
12331,60.0,22.213912037037037,25.0,3,24,14,2019-01-24 14:17:00
12332,100.0,4.545625,100.0,0,4,6,2019-03-04 06:31:47
12333,180.0,31.06653935185185,200.0,1,12,18,2019-03-12 18:23:31
12334,100.0,28.877754629629628,178.0,2,13,14,2019-03-13 14:34:34
12335,20.0,0.0030787037037037037,50.0,1,19,16,2019-03-19 16:30:23
12336,275.0,17.891828703703705,175.0,4,15,13,2019-02-15 13:55:22
12337,100.0,29.53048611111111,100.0,3,7,6,2019-02-07 06:57:37
12338,500.0,49.8387037037037,500.0,6,24,2,2019-03-24 02:18:51
12339,100.0,18.018935185185185,100.0,0,18,17,2019-03-18 17:00:59
12340,100.0,0.007789351851851852,50.0,5,16,5,2019-03-16 05:56:57
12341,100.0,7.299942129629629,100.0,5,16,4,2019-02-16 04:23:17
12342,21.0,4.052523148148148,20.0,3,24,18,2019-01-24 18:19:28
12343,1000.0,11.068680555555556,1000.0,0,18,14,2019-03-18 14:25:17
12344,100.0,17.944444444444443,120.0,4,15,17,2019-03-15 17:04:55
12345,600.0,24.817141203703702,500.0,6,3,7,2019-02-03 07:31:55
12346,100.0,2.0599189814814816,50.0,6,10,3,2019-03-10 03:39:43
12347,361.0,29.300231481481482,263.0,4,8,13,2019-02-08 13:12:13
12348,250.0,22.23025462962963,400.0,4,1,17,2019-02-01 17:50:20
12349,50.0,7.936944444444444,53.0,5,16,17,2019-02-16 17:04:14
12350,150.0,16.427592592592593,140.0,4,15,16,2019-03-15 16:47:58
12351,20.0,0.002685185185185185,500.0,1,26,7,2019-02-26 07:19:39
12352,100.0,0.0069328703703703705,100.0,2,20,12,2019-02-20 12:01:49
12353,50.0,15.993090277777778,50.0,3,21,14,2019-03-21 14:40:57
12354,100.0,34.14579861111111,100.0,0,11,8,2019-02-11 08:13:46
12355,300.0,9.05076388888889,400.0,4,8,9,2019-03-08 09:30:12
12356,50.0,0.22366898148148148,20.0,3,31,13,2019-01-31 13:34:27
12357,250.0,42.074560185185184,400.0,2,13,10,2019-02-13 10:01:56
12358,50.0,39.239270833333336,50.0,0,11,9,2019-03-11 09:56:58
12359,50.0,9.985034722222222,100.0,0,4,18,2019-02-04 18:05:26
12360,100.0,24.80693287037037,100.0,0,11,4,2019-02-11 04:23:58
12361,100.0,0.017291666666666667,100.0,5,26,17,2019-01-26 17:31:39
12362,50.0,3.028796296296296,50.0,5,2,18,2019-02-02 18:00:59
12363,100.0,3.411875,200.0,6,3,6,2019-02-03 06:23:05
12364,200.0,5.790034722222222,50.0,6,10,12,2019-03-10 12:37:53
12365,20.0,8.949641203703704,20.0,5,2,17,2019-03-02 17:33:59
12366,250.0,20.27716435185185,230.0,3,14,15,2019-02-14 15:08:31
12367,100.0,0.0028935185185185184,100.0,3,31,18,2019-01-31 18:33:39
12368,50.0,0.39216435185185183,100.0,5,16,14,2019-02-16 14:08:22
12369,250.0,12.64832175925926,250.0,5,19,7,2019-01-19 07:21:02
12370,30.0,3.0377083333333332,30.0,2,27,8,2019-02-27 08:07:38
12371,50.0,24.987673611111113,50.0,0,4,16,2019-02-04 16:36:42
12372,50.0,3.194664351851852,50.0,6,24,14,2019-02-24 14:03:57
12373,50.0,22.38603009259259,50.0,5,26,19,2019-01-26 19:06:26
12374,220.0,36.94436342592593,50.0,0,25,5,2019-02-25 05:37:32
12375,20.0,36.92697916666667,85.0,1,26,3,2019-03-26 03:18:23
12376,100.0,0.024652777777777777,100.0,1,26,7,2019-03-26 07:16:52
12377,250.0,2.461967592592593,250.0,0,14,16,2019-01-14 16:12:44
12378,100.0,8.558773148148148,200.0,6,3,4,2019-02-03 04:54:33
12379,50.0,0.06862268518518519,100.0,4,25,16,2019-01-25 16:48:27
